"Country","CountryCode","Province","City","CityCode","Lat","Lon","Cases","Status","Date"
"Indonesia","ID","","","","-0.79","113.92",6248,"confirmed","2020-04-18T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",6575,"confirmed","2020-04-19T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",6760,"confirmed","2020-04-20T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",7135,"confirmed","2020-04-21T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",7418,"confirmed","2020-04-22T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",7775,"confirmed","2020-04-23T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",8211,"confirmed","2020-04-24T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",8607,"confirmed","2020-04-25T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",8882,"confirmed","2020-04-26T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",9096,"confirmed","2020-04-27T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",9511,"confirmed","2020-04-28T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",9771,"confirmed","2020-04-29T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",10118,"confirmed","2020-04-30T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",10551,"confirmed","2020-05-01T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",10843,"confirmed","2020-05-02T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",11192,"confirmed","2020-05-03T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",11587,"confirmed","2020-05-04T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",12071,"confirmed","2020-05-05T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",12438,"confirmed","2020-05-06T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",12776,"confirmed","2020-05-07T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",13112,"confirmed","2020-05-08T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",13645,"confirmed","2020-05-09T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",14032,"confirmed","2020-05-10T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",14265,"confirmed","2020-05-11T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",14749,"confirmed","2020-05-12T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",15438,"confirmed","2020-05-13T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",16006,"confirmed","2020-05-14T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",16496,"confirmed","2020-05-15T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",17025,"confirmed","2020-05-16T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",17514,"confirmed","2020-05-17T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",18010,"confirmed","2020-05-18T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",18496,"confirmed","2020-05-19T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",19189,"confirmed","2020-05-20T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",20162,"confirmed","2020-05-21T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",20796,"confirmed","2020-05-22T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",21745,"confirmed","2020-05-23T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",22271,"confirmed","2020-05-24T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",22750,"confirmed","2020-05-25T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",23165,"confirmed","2020-05-26T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",23851,"confirmed","2020-05-27T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",24538,"confirmed","2020-05-28T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",25216,"confirmed","2020-05-29T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",25773,"confirmed","2020-05-30T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",26473,"confirmed","2020-05-31T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",26940,"confirmed","2020-06-01T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",27549,"confirmed","2020-06-02T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",28233,"confirmed","2020-06-03T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",28818,"confirmed","2020-06-04T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",29521,"confirmed","2020-06-05T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",30514,"confirmed","2020-06-06T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",31186,"confirmed","2020-06-07T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",32033,"confirmed","2020-06-08T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",33076,"confirmed","2020-06-09T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",34316,"confirmed","2020-06-10T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",35295,"confirmed","2020-06-11T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",36406,"confirmed","2020-06-12T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",37420,"confirmed","2020-06-13T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",38277,"confirmed","2020-06-14T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",39294,"confirmed","2020-06-15T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",40400,"confirmed","2020-06-16T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",41431,"confirmed","2020-06-17T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",42762,"confirmed","2020-06-18T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",43803,"confirmed","2020-06-19T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",45029,"confirmed","2020-06-20T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",45891,"confirmed","2020-06-21T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",46845,"confirmed","2020-06-22T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",47896,"confirmed","2020-06-23T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",49009,"confirmed","2020-06-24T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",50187,"confirmed","2020-06-25T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",51427,"confirmed","2020-06-26T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",52812,"confirmed","2020-06-27T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",54010,"confirmed","2020-06-28T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",55092,"confirmed","2020-06-29T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",56385,"confirmed","2020-06-30T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",57770,"confirmed","2020-07-01T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",59394,"confirmed","2020-07-02T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",60695,"confirmed","2020-07-03T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",62142,"confirmed","2020-07-04T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",63749,"confirmed","2020-07-05T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",64958,"confirmed","2020-07-06T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",66226,"confirmed","2020-07-07T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",68079,"confirmed","2020-07-08T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",70736,"confirmed","2020-07-09T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",72347,"confirmed","2020-07-10T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",74018,"confirmed","2020-07-11T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",75699,"confirmed","2020-07-12T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",76981,"confirmed","2020-07-13T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",78572,"confirmed","2020-07-14T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",80094,"confirmed","2020-07-15T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",81668,"confirmed","2020-07-16T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",83130,"confirmed","2020-07-17T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",84882,"confirmed","2020-07-18T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",86521,"confirmed","2020-07-19T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",88214,"confirmed","2020-07-20T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",89869,"confirmed","2020-07-21T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",91751,"confirmed","2020-07-22T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",93657,"confirmed","2020-07-23T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",95418,"confirmed","2020-07-24T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",97286,"confirmed","2020-07-25T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",98778,"confirmed","2020-07-26T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",100303,"confirmed","2020-07-27T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",102051,"confirmed","2020-07-28T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",104432,"confirmed","2020-07-29T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",106336,"confirmed","2020-07-30T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",108376,"confirmed","2020-07-31T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",109936,"confirmed","2020-08-01T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",111455,"confirmed","2020-08-02T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",113134,"confirmed","2020-08-03T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",115056,"confirmed","2020-08-04T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",116871,"confirmed","2020-08-05T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",118753,"confirmed","2020-08-06T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",121226,"confirmed","2020-08-07T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",123503,"confirmed","2020-08-08T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",125396,"confirmed","2020-08-09T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",127083,"confirmed","2020-08-10T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",128776,"confirmed","2020-08-11T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",130718,"confirmed","2020-08-12T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",132816,"confirmed","2020-08-13T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",135123,"confirmed","2020-08-14T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",137468,"confirmed","2020-08-15T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",139549,"confirmed","2020-08-16T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",141370,"confirmed","2020-08-17T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",143043,"confirmed","2020-08-18T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",144945,"confirmed","2020-08-19T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",147211,"confirmed","2020-08-20T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",149408,"confirmed","2020-08-21T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",151498,"confirmed","2020-08-22T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",153535,"confirmed","2020-08-23T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",155412,"confirmed","2020-08-24T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",157859,"confirmed","2020-08-25T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",160165,"confirmed","2020-08-26T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",162884,"confirmed","2020-08-27T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",165887,"confirmed","2020-08-28T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",169195,"confirmed","2020-08-29T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",172053,"confirmed","2020-08-30T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",174796,"confirmed","2020-08-31T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",177571,"confirmed","2020-09-01T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",180646,"confirmed","2020-09-02T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",184268,"confirmed","2020-09-03T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",187537,"confirmed","2020-09-04T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",190665,"confirmed","2020-09-05T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",194109,"confirmed","2020-09-06T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",196989,"confirmed","2020-09-07T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",200035,"confirmed","2020-09-08T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",203342,"confirmed","2020-09-09T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",207203,"confirmed","2020-09-10T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",210940,"confirmed","2020-09-11T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",214746,"confirmed","2020-09-12T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",218382,"confirmed","2020-09-13T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",221523,"confirmed","2020-09-14T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",225030,"confirmed","2020-09-15T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",228993,"confirmed","2020-09-16T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",232628,"confirmed","2020-09-17T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",236519,"confirmed","2020-09-18T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",240687,"confirmed","2020-09-19T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",244676,"confirmed","2020-09-20T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",248852,"confirmed","2020-09-21T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",252923,"confirmed","2020-09-22T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",257388,"confirmed","2020-09-23T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",262022,"confirmed","2020-09-24T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",266845,"confirmed","2020-09-25T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",271339,"confirmed","2020-09-26T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",275213,"confirmed","2020-09-27T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",278722,"confirmed","2020-09-28T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",282724,"confirmed","2020-09-29T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",287008,"confirmed","2020-09-30T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",291182,"confirmed","2020-10-01T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",295499,"confirmed","2020-10-02T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",299506,"confirmed","2020-10-03T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",303498,"confirmed","2020-10-04T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",307120,"confirmed","2020-10-05T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",311176,"confirmed","2020-10-06T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",315714,"confirmed","2020-10-07T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",320564,"confirmed","2020-10-08T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",324658,"confirmed","2020-10-09T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",328952,"confirmed","2020-10-10T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",333449,"confirmed","2020-10-11T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",336716,"confirmed","2020-10-12T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",340622,"confirmed","2020-10-13T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",344749,"confirmed","2020-10-14T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",349160,"confirmed","2020-10-15T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",353461,"confirmed","2020-10-16T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",357762,"confirmed","2020-10-17T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",361867,"confirmed","2020-10-18T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",365240,"confirmed","2020-10-19T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",368842,"confirmed","2020-10-20T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",373109,"confirmed","2020-10-21T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",377541,"confirmed","2020-10-22T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",381910,"confirmed","2020-10-23T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",385980,"confirmed","2020-10-24T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",389712,"confirmed","2020-10-25T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",392934,"confirmed","2020-10-26T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",396454,"confirmed","2020-10-27T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",400483,"confirmed","2020-10-28T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",404048,"confirmed","2020-10-29T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",406945,"confirmed","2020-10-30T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",410088,"confirmed","2020-10-31T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",412784,"confirmed","2020-11-01T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",415402,"confirmed","2020-11-02T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",418375,"confirmed","2020-11-03T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",421731,"confirmed","2020-11-04T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",425796,"confirmed","2020-11-05T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",429574,"confirmed","2020-11-06T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",433836,"confirmed","2020-11-07T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",437716,"confirmed","2020-11-08T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",440569,"confirmed","2020-11-09T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",444348,"confirmed","2020-11-10T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",448118,"confirmed","2020-11-11T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",452291,"confirmed","2020-11-12T00:00:00Z"
"Indonesia","ID","","","","-0.79","113.92",457735,"confirmed","2020-11-13T00:00:00Z"
